first_column,fifth_last_column_mean
converted_JM1.csv recall,0.3773914207787459
converted_KC3.csv recall,0.4843252997002997
converted_MC1.csv recall,0.4664388318080288
converted_MC2.csv recall,0.5337878765541304
converted_PC4.csv recall,0.5768625427130678
converted_PC5.csv recall,0.5957513894554368
