inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
converted_JM1.csv precision,0.3650075414781297,0.33424283765347884,0.34305555555555556,0.35647530040053405,0.37298091042584436,0.3620689655172414,0.34854771784232363,0.343046357615894,0.3431786216596343,0.3622994652406417,0.33424283765347884,0.34311708860759493,0.35309032733892776,0.3525115091214288,0.3621842153789415,0.37298091042584436,0.011790761408539498
converted_KC3.csv precision,0.29411764705882354,0.3333333333333333,0.5454545454545454,0.35,0.7777777777777778,0.4666666666666667,0.3157894736842105,0.6363636363636364,0.3157894736842105,0.35294117647058826,0.29411764705882354,0.32456140350877194,0.43882337304937924,0.3514705882352941,0.5060606060606061,0.7777777777777778,0.15609792430773023
converted_MC1.csv precision,0.2553191489361702,0.27450980392156865,0.27450980392156865,0.2413793103448276,0.288135593220339,0.3111111111111111,0.21818181818181817,0.3125,0.2826086956521739,0.2727272727272727,0.21818181818181817,0.2640232108317214,0.27309825580168495,0.27450980392156865,0.28537214443625647,0.3125,0.02766978573237466
converted_MC2.csv precision,0.4375,0.5714285714285714,0.5555555555555556,0.47058823529411764,0.47368421052631576,0.4666666666666667,0.4375,0.46153846153846156,0.5294117647058824,0.5333333333333333,0.4375,0.4641025641025641,0.49372067990489044,0.47213622291021673,0.5313725490196078,0.5714285714285714,0.04661630477177138
converted_PC4.csv precision,0.45,0.48,0.43373493975903615,0.5277777777777778,0.45569620253164556,0.4025974025974026,0.4050632911392405,0.4625,0.4383561643835616,0.45569620253164556,0.4025974025974026,0.4360455520712989,0.451142198072031,0.45284810126582276,0.4590981012658228,0.5277777777777778,0.034385934820081794
converted_PC5.csv precision,0.4247787610619469,0.48484848484848486,0.4305555555555556,0.4291497975708502,0.4458874458874459,0.4669603524229075,0.4351464435146444,0.44537815126050423,0.4608695652173913,0.4424778761061947,0.4247787610619469,0.4328509995351,0.44660524334459256,0.44392801368334944,0.4533785055524186,0.48484848484848486,0.018081447677002916
