inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
converted_JM1.csv auc,0.6085010488213551,0.5992151426780757,0.603713403169487,0.605928558638067,0.6029843444227007,0.6055640292646739,0.615929134210762,0.6115523835104818,0.6054105432127188,0.6070469283603852,0.5992151426780757,0.6045619731911029,0.6065845516288708,0.6057462939513705,0.6077739885908702,0.615929134210762,0.004407386902832867
converted_JM1.csv auc,0.5903151919155024,0.5928279000395702,0.5949920859586644,0.587826834687852,0.5989110583508355,0.602995160259337,0.6048351748698748,0.5948086932700211,0.5893556144035552,0.5945826865126472,0.587826834687852,0.5915715459775364,0.595145040026786,0.5946956898913341,0.5969515721547499,0.6048351748698748,0.005347232082587952
converted_JM1.csv auc,0.6005915220077159,0.5965569530682167,0.5896246836380242,0.5980467791835797,0.6028440644898023,0.6101827015136769,0.6143563058190256,0.6131872218586203,0.5953522624897278,0.6180630677983919,0.5896246836380242,0.5973018661258982,0.6038805561866781,0.6017177932487592,0.6116849616861486,0.6180630677983919,0.009015197728056451
converted_JM1.csv auc,0.6254291146316379,0.5913183833181918,0.6050876862391715,0.6155817167953966,0.6192022810317911,0.5917681575625762,0.6053527082778463,0.5996403911483166,0.5960940436099423,0.6203944854361573,0.5913183833181918,0.5978672173791295,0.6069868968051028,0.605220197258509,0.6173919989135939,0.6254291146316379,0.011827851376165212
converted_JM1.csv auc,0.5838683533598787,0.6152659830625932,0.6051716644936984,0.6056914150134489,0.6110662814052645,0.5994690909945147,0.6066745363355532,0.5886065987760903,0.6003770393600902,0.6111226611226611,0.5838683533598787,0.5999230651773024,0.6027313623923793,0.6054315397535737,0.6088704088704089,0.6152659830625932,0.009480371300110545
converted_JM1.csv auc,0.6025834829140813,0.6014056874578921,0.6078117854585219,0.6007170088128028,0.6223836056962668,0.5938372913097075,0.600608799534972,0.6082348347959711,0.6088405892457378,0.607695147819855,0.5938372913097075,0.6010613481353475,0.6054118233045809,0.6051393153669682,0.6080233101272465,0.6223836056962668,0.0072240526134818624
converted_JM1.csv auc,0.5993222764119588,0.613960254476018,0.5927633512169846,0.618943500883107,0.6241056011097762,0.6133972153836089,0.5967726360405242,0.6070895681238364,0.6132038248239756,0.6231002297843267,0.5927633512169846,0.6032059222678976,0.6102658458254117,0.6133005201037922,0.6164518776795624,0.6241056011097762,0.010401453099358585
converted_JM1.csv auc,0.6034404990197674,0.6055465011257695,0.6098491982638324,0.602382414882415,0.5938829627854019,0.6082341150938712,0.6151591486957341,0.5918269889306474,0.6149887316045852,0.5872589012832915,0.5872589012832915,0.5981326888339085,0.6032569461685316,0.6044935000727685,0.6090416566788518,0.6151591486957341,0.009099564266021338
converted_JM1.csv auc,0.6051396791781516,0.5884950853717414,0.594884255866136,0.5928866790971721,0.5975409432765078,0.5983143475983463,0.6060468532335886,0.6105673476793257,0.6131745761652061,0.6112613102053494,0.5884950853717414,0.5962125995713219,0.6018311077671525,0.601727013388249,0.6083071004564572,0.6131745761652061,0.008121134145457398
converted_JM1.csv auc,0.6072221535673092,0.5978626009227219,0.6019458518701598,0.6152697108255066,0.6151126627121437,0.6106833910034601,0.6060121107266436,0.606895184544406,0.600751771296754,0.6191109532048114,0.5978626009227219,0.6039789812984018,0.6080866390673917,0.6070586690558577,0.6128980268578019,0.6191109532048114,0.006570777933028035
