first_column,fifth_last_column_mean
converted_JM1.csv auc,0.6043427293941243
converted_KC3.csv auc,0.6650981851200858
converted_MC1.csv auc,0.7295834760415053
converted_MC2.csv auc,0.6385297483327862
converted_PC4.csv auc,0.7392430090583939
converted_PC5.csv auc,0.7878173985711721
