inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
arc.csv f1,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.2222222222222222,0.35294117647058826,0.42857142857142855,0.16666666666666666,0.2222222222222222,0.27272727272727276,0.3333333333333333,0.11764705882352941,0.19444444444444442,0.24692725575078517,0.22875816993464052,0.30303030303030304,0.42857142857142855,0.09674177798962237
ivy-2.0.csv f1,0.09523809523809523,0.22857142857142854,0.22857142857142854,0.26666666666666666,0.26666666666666666,0.2777777777777778,0.08,0.2162162162162162,0.15384615384615383,0.17142857142857143,0.08,0.16263736263736261,0.1984983004983005,0.22239382239382238,0.2476190476190476,0.2777777777777778,0.06718102414770658
log4j-1.1.csv f1,0.48000000000000004,0.64,0.6666666666666666,0.6666666666666666,0.5999999999999999,0.5925925925925927,0.64,0.64,0.6428571428571429,0.6666666666666667,0.48000000000000004,0.6199999999999999,0.6235449735449736,0.64,0.6547619047619048,0.6666666666666667,0.05374130619865427
redaktor.csv f1,0.5384615384615385,0.5185185185185185,0.56,0.4444444444444444,0.4827586206896552,0.4827586206896552,0.5714285714285714,0.4615384615384615,0.5185185185185185,0.41666666666666663,0.41666666666666663,0.47214854111405835,0.499509396095603,0.5006385696040868,0.5284900284900285,0.5714285714285714,0.047926484693634606
synapse-1.1.csv f1,0.52,0.5106382978723404,0.5384615384615384,0.49056603773584906,0.6122448979591836,0.45454545454545453,0.35999999999999993,0.5714285714285714,0.52,0.4444444444444445,0.35999999999999993,0.47255574614065177,0.5022329242447382,0.5153191489361701,0.5292307692307692,0.6122448979591836,0.06699634083245361
