first_column,fifth_last_column_mean
arc.csv auc,0.5851759078254
ivy-2.0.csv auc,0.6336060355810105
log4j-1.1.csv auc,0.6837025447749132
redaktor.csv auc,0.6734363660429594
synapse-1.1.csv auc,0.6480925766814424
