inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
CM1.csv gmean,0.732890655467299,0.7341560791240862,0.7341560791240862,0.732890655467299,0.7341560791240862,0.7341560791240862,0.7341560791240862,0.7341560791240862,0.732890655467299,0.7341560791240862,0.732890655467299,0.7335233672956927,0.7337764520270501,0.7341560791240862,0.7341560791240862,0.7341560791240862,0.0005798899693415017
KC1.csv gmean,0.5561524571154528,0.6083333333333333,0.6083333333333333,0.5987254982228686,0.6083333333333333,0.5878988008152424,0.6025985396596975,0.4561818188528033,0.6082762530298219,0.6062177826491071,0.4561818188528033,0.5933121495190554,0.5841051150344994,0.6044081611544023,0.6083047931815776,0.6083333333333333,0.04533222790499681
MW1.csv gmean,0.6603072208290953,0.5712276118403526,0.5712276118403526,0.5712276118403526,0.5809928937741268,0.5712276118403526,0.5809928937741268,0.5809928937741268,0.6656109784878435,0.6656109784878435,0.5712276118403526,0.5712276118403526,0.6019418306488573,0.5809928937741268,0.620650057301611,0.6656109784878435,0.040748087514125016
PC1.csv gmean,0.7209472638584304,0.7463109653355342,0.7352538953302393,0.7235359517703827,0.6856277926728686,0.6722522420364822,0.7183492472506957,0.7517785180297054,0.7517785180297054,0.7490497303754261,0.6722522420364822,0.7196482555545631,0.725488412468947,0.729394923550311,0.7476803478554801,0.7517785180297054,0.02639086779932694
PC3.csv gmean,0.7368075125491057,0.716990949364105,0.7216736065504263,0.716990949364105,0.7368075125491057,0.716990949364105,0.7368075125491057,0.7368075125491057,0.7368075125491057,0.716990949364105,0.716990949364105,0.716990949364105,0.7273674966752375,0.729240559549766,0.7368075125491057,0.7368075125491057,0.009532475122697797
