inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
CM1.csv mcc,0.276203002687804,0.276203002687804,0.25738927959424046,0.276203002687804,0.2760009164064542,0.276203002687804,0.25738927959424046,0.28889500174999483,0.276203002687804,0.2760009164064542,0.25738927959424046,0.2760009164064542,0.2736690407190404,0.276203002687804,0.276203002687804,0.28889500174999483,0.00897146163462812
CM1.csv mcc,0.21964729085867363,0.21964729085867363,0.23309242299708,0.2130214807490179,0.21964729085867363,0.2130214807490179,0.2571483720050283,0.21964729085867363,0.18064788823680122,0.2571483720050283,0.18064788823680122,0.21633438580384576,0.22326691801766682,0.21964729085867363,0.2263698569278768,0.2571483720050283,0.02114514806968799
CM1.csv mcc,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.26323183147293305,0.0
CM1.csv mcc,0.26824501423074204,0.23462409392155945,0.23462409392155945,0.22490412267498383,0.26824501423074204,0.23462409392155945,0.26824501423074204,0.20283324938146968,0.26824501423074204,0.2545325758406147,0.20283324938146968,0.23462409392155945,0.24591222865847148,0.2445783348810871,0.26824501423074204,0.26824501423074204,0.02179157764203085
CM1.csv mcc,0.26226526415648105,0.26226526415648105,0.26226526415648105,0.1976822926032887,0.26226526415648105,0.26226526415648105,0.26226526415648105,0.26226526415648105,0.26226526415648105,0.1976822926032887,0.1976822926032887,0.26226526415648105,0.24934866984584256,0.26226526415648105,0.26226526415648105,0.26226526415648105,0.025833188621276936
CM1.csv mcc,0.34752760060020116,0.29982900710735194,0.34752760060020116,0.34752760060020116,0.34752760060020116,0.34752760060020116,0.34752760060020116,0.29982900710735194,0.34752760060020116,0.34752760060020116,0.29982900710735194,0.34752760060020116,0.3379878819016313,0.34752760060020116,0.34752760060020116,0.34752760060020116,0.019079437397139687
CM1.csv mcc,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900616,0.23695228651900618,0.23695228651900616,0.23695228651900616,0.23695228651900616,2.7755575615628914e-17
CM1.csv mcc,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.20710893248574894,0.20710893248574894,0.3132499606041799,0.3026358577923368,0.3132499606041799,0.3132499606041799,0.3132499606041799,0.0318423084355293
CM1.csv mcc,0.2696755680391349,0.2696755680391349,0.10981515925511534,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.10981515925511534,0.2696755680391349,0.2536895271607329,0.2696755680391349,0.2696755680391349,0.2696755680391349,0.04795812263520586
CM1.csv mcc,0.3374259593179963,0.3335091185855681,0.3335091185855681,0.3374259593179963,0.3335091185855681,0.3335091185855681,0.3335091185855681,0.3335091185855681,0.3374259593179963,0.3335091185855681,0.3335091185855681,0.3335091185855681,0.3346841708052965,0.3335091185855681,0.33546753895178216,0.3374259593179963,0.001794921914143853
KC1.csv mcc,0.1957099705423905,0.18678584376535332,0.187544638614125,0.1957099705423905,0.1957099705423905,0.18192194918589563,0.20842689617933058,0.19941837406777757,0.187544638614125,0.21616493729116304,0.18192194918589563,0.187544638614125,0.19549371893449416,0.1957099705423905,0.19756417230508405,0.21616493729116304,0.009982511378075534
KC1.csv mcc,0.15472250947558136,0.15472250947558136,0.24773438748410692,0.24773438748410692,0.28121429243962354,0.19631116079387403,0.19631116079387403,0.27751364113987226,0.19631116079387403,0.15472250947558136,0.15472250947558136,0.1755168351347277,0.2107297719356076,0.19631116079387403,0.24773438748410692,0.28121429243962354,0.04711790036379615
KC1.csv mcc,0.11340677628286333,0.23044208867393307,0.23044208867393307,0.11340677628286333,0.16857270228882829,0.11340677628286333,0.15406381930006988,0.16857270228882829,0.11340677628286333,0.16857270228882829,0.11340677628286333,0.11340677628286333,0.1574293208645874,0.16131826079444908,0.16857270228882829,0.23044208867393307,0.04335610418573317
KC1.csv mcc,0.16064860550105955,0.16064860550105955,0.16064860550105955,0.16064860550105955,0.16064860550105955,0.18049090726464917,0.16064860550105955,0.16064860550105955,0.1905306639899017,0.16064860550105955,0.16064860550105955,0.16064860550105955,0.16562104152630272,0.16064860550105955,0.16064860550105955,0.1905306639899017,0.010195112351301348
KC1.csv mcc,0.20833407014311206,0.20833407014311206,0.23785799692028695,0.20833407014311206,0.23194312639902198,0.22323123757317162,0.20833407014311206,0.23194312639902198,0.22323123757317162,0.22323123757317162,0.20833407014311206,0.20833407014311206,0.22047742430102937,0.22323123757317162,0.2275871819860968,0.23785799692028695,0.010851744639480885
