inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
CM1.csv f1,0.3333333333333333,0.3137254901960784,0.3043478260869565,0.3529411764705882,0.30769230769230765,0.326530612244898,0.339622641509434,0.36000000000000004,0.31999999999999995,0.30769230769230765,0.3043478260869565,0.31070889894419307,0.3265885695225903,0.32326530612244897,0.3364779874213837,0.36000000000000004,0.01855753744161775
KC1.csv f1,0.46017699115044247,0.4582593250444049,0.45907473309608543,0.45663716814159294,0.46017699115044247,0.45744680851063824,0.45744680851063824,0.46099290780141844,0.45632798573975053,0.46099290780141844,0.45632798573975053,0.45744680851063824,0.4587532626946832,0.45866702907024515,0.46017699115044247,0.46099290780141844,0.0016794884041524856
MW1.csv f1,0.32,0.2962962962962963,0.30769230769230765,0.35714285714285715,0.2857142857142857,0.2962962962962963,0.32,0.32,0.33333333333333337,0.32,0.2857142857142857,0.301994301994302,0.31564753764753767,0.32,0.32,0.35714285714285715,0.019541368840961144
PC1.csv f1,0.3695652173913044,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.3695652173913044,0.3736263736263737,0.3736263736263737,0.38202247191011235,0.36170212765957444,0.38202247191011235,0.36170212765957444,0.37159579550883903,0.37454635868484887,0.3757020757020757,0.37777777777777777,0.38202247191011235,0.005995008747242334
PC3.csv f1,0.42424242424242414,0.41999999999999993,0.41999999999999993,0.41624365482233505,0.417910447761194,0.4141414141414142,0.42639593908629436,0.4183673469387755,0.4183673469387755,0.417910447761194,0.4141414141414142,0.417910447761194,0.4193579021692407,0.4183673469387755,0.41999999999999993,0.42639593908629436,0.003424617212417697
