inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
CM1.csv pf,0.2169811320754717,0.2358490566037736,0.22641509433962265,0.2169811320754717,0.2169811320754717,0.2169811320754717,0.2358490566037736,0.2358490566037736,0.2358490566037736,0.2169811320754717,0.2169811320754717,0.2169811320754717,0.22547169811320752,0.22169811320754718,0.2358490566037736,0.2358490566037736,0.008899982200053398
CM1.csv pf,0.3333333333333333,0.34285714285714286,0.3523809523809524,0.34285714285714286,0.3333333333333333,0.3333333333333333,0.3619047619047619,0.3333333333333333,0.3523809523809524,0.3238095238095238,0.3238095238095238,0.3333333333333333,0.340952380952381,0.3380952380952381,0.3476190476190476,0.3619047619047619,0.011106575037800579
CM1.csv pf,0.34210526315789475,0.35964912280701755,0.34210526315789475,0.3508771929824561,0.34210526315789475,0.3508771929824561,0.3333333333333333,0.3508771929824561,0.3157894736842105,0.32456140350877194,0.3157894736842105,0.33771929824561403,0.34122807017543855,0.34210526315789475,0.3508771929824561,0.35964912280701755,0.012681431837544702
CM1.csv pf,0.3669724770642202,0.3853211009174312,0.3853211009174312,0.3853211009174312,0.3761467889908257,0.3486238532110092,0.3577981651376147,0.3761467889908257,0.3853211009174312,0.3669724770642202,0.3486238532110092,0.3669724770642202,0.3733944954128441,0.3761467889908257,0.3853211009174312,0.3853211009174312,0.012342774355113498
CM1.csv pf,0.3958333333333333,0.40625,0.4270833333333333,0.4270833333333333,0.4166666666666667,0.4166666666666667,0.3854166666666667,0.3958333333333333,0.375,0.40625,0.375,0.3958333333333333,0.4052083333333334,0.40625,0.4166666666666667,0.4270833333333333,0.016437222747978642
CM1.csv pf,0.2818181818181818,0.24545454545454545,0.2727272727272727,0.2909090909090909,0.2818181818181818,0.2636363636363636,0.24545454545454545,0.2545454545454545,0.2818181818181818,0.2727272727272727,0.24545454545454545,0.25909090909090904,0.26909090909090905,0.2727272727272727,0.2818181818181818,0.2909090909090909,0.015320272314866105
CM1.csv pf,0.29245283018867924,0.27358490566037735,0.29245283018867924,0.2830188679245283,0.29245283018867924,0.29245283018867924,0.2830188679245283,0.29245283018867924,0.29245283018867924,0.29245283018867924,0.27358490566037735,0.28773584905660377,0.2886792452830188,0.29245283018867924,0.29245283018867924,0.29245283018867924,0.006257782623312074
CM1.csv pf,0.26126126126126126,0.24324324324324326,0.22522522522522523,0.22522522522522523,0.21621621621621623,0.21621621621621623,0.23423423423423423,0.24324324324324326,0.21621621621621623,0.24324324324324326,0.21621621621621623,0.22072072072072074,0.23243243243243245,0.22972972972972971,0.24324324324324326,0.26126126126126126,0.014414414414414411
CM1.csv pf,0.27472527472527475,0.27472527472527475,0.25274725274725274,0.24175824175824176,0.26373626373626374,0.25274725274725274,0.27472527472527475,0.27472527472527475,0.26373626373626374,0.25274725274725274,0.24175824175824176,0.25274725274725274,0.26263736263736265,0.26373626373626374,0.27472527472527475,0.27472527472527475,0.011472864295506112
CM1.csv pf,0.2376237623762376,0.26732673267326734,0.22772277227722773,0.25742574257425743,0.27722772277227725,0.24752475247524752,0.27722772277227725,0.24752475247524752,0.25742574257425743,0.27722772277227725,0.22772277227722773,0.24752475247524752,0.2574257425742575,0.25742574257425743,0.2722772277227723,0.27722772277227725,0.016567525277902496
KC1.csv pf,0.9259259259259259,0.9320987654320988,0.941358024691358,0.9259259259259259,0.9320987654320988,0.9290123456790124,0.9444444444444444,0.9444444444444444,0.9290123456790124,0.9351851851851852,0.9259259259259259,0.9290123456790124,0.9339506172839507,0.9320987654320988,0.9382716049382716,0.9444444444444444,0.006790123456790107
KC1.csv pf,0.8762214983713354,0.8566775244299675,0.8794788273615635,0.8925081433224755,0.8729641693811075,0.9120521172638436,0.8729641693811075,0.8794788273615635,0.8827361563517915,0.8827361563517915,0.8566775244299675,0.8745928338762214,0.8807817589576548,0.8794788273615635,0.8827361563517915,0.9120521172638436,0.013603005223336196
KC1.csv pf,0.9542682926829268,0.9451219512195121,0.948170731707317,0.9390243902439024,0.9542682926829268,0.9420731707317073,0.9451219512195121,0.9573170731707317,0.9664634146341463,0.9542682926829268,0.9390243902439024,0.9451219512195121,0.9506097560975612,0.9512195121951219,0.9542682926829268,0.9664634146341463,0.00780868809443031
KC1.csv pf,0.9315476190476191,0.9345238095238095,0.9345238095238095,0.9375,0.9464285714285714,0.9285714285714286,0.9375,0.9523809523809523,0.9345238095238095,0.9315476190476191,0.9285714285714286,0.9330357142857143,0.9369047619047619,0.9345238095238095,0.9375,0.9523809523809523,0.006890379108803681
