inputfile,,,,,,,,,,,min,lower,avg,median,upper,max
MW1.csv pf,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.0
MW1.csv pf,0.654320987654321,0.20987654320987653,0.20987654320987653,0.20987654320987653,0.20987654320987653,0.20987654320987653,0.13580246913580246,0.13580246913580246,0.24691358024691357,0.24691358024691357,0.13580246913580246,0.20987654320987653,0.24691358024691362,0.20987654320987653,0.22839506172839505,0.654320987654321,0.1405456737852613
MW1.csv pf,0.6578947368421053,0.7894736842105263,0.7105263157894737,0.6710526315789473,0.7105263157894737,0.6973684210526315,0.013157894736842105,0.7236842105263158,0.013157894736842105,0.6578947368421053,0.013157894736842105,0.6578947368421053,0.5644736842105263,0.6842105263157894,0.7105263157894737,0.7894736842105263,0.2780303945201105
MW1.csv pf,0.024096385542168676,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.0963855421686747,0.0963855421686747,0.12048192771084337,0.12048192771084337,0.024096385542168676,0.10843373493975904,0.10602409638554215,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.028915662650602407
MW1.csv pf,0.21518987341772153,0.26582278481012656,0.26582278481012656,0.26582278481012656,0.24050632911392406,0.26582278481012656,0.24050632911392406,0.24050632911392406,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.22784810126582278,0.24050632911392408,0.24050632911392406,0.26582278481012656,0.26582278481012656,0.024675428721035342
PC1.csv pf,0.5486725663716814,0.5486725663716814,0.5309734513274337,0.5398230088495575,0.504424778761062,0.5309734513274337,0.5486725663716814,0.5309734513274337,0.5398230088495575,0.42035398230088494,0.42035398230088494,0.5309734513274337,0.5243362831858407,0.5353982300884956,0.5442477876106194,0.5486725663716814,0.03687463123893923
PC1.csv pf,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.37872340425531914,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.3276595744680851,0.33276595744680854,0.3276595744680851,0.3276595744680851,0.37872340425531914,0.015319148936170217
PC1.csv pf,0.37606837606837606,0.3418803418803419,0.3418803418803419,0.37606837606837606,0.29914529914529914,0.3418803418803419,0.3418803418803419,0.37606837606837606,0.3418803418803419,0.3418803418803419,0.29914529914529914,0.3418803418803419,0.34786324786324785,0.3418803418803419,0.358974358974359,0.37606837606837606,0.02230425359093998
PC1.csv pf,0.36470588235294116,0.44313725490196076,0.4549019607843137,0.44313725490196076,0.36470588235294116,0.44313725490196076,0.4549019607843137,0.36470588235294116,0.36470588235294116,0.3803921568627451,0.36470588235294116,0.36470588235294116,0.40784313725490196,0.4117647058823529,0.44313725490196076,0.4549019607843137,0.04045112771208667
PC1.csv pf,0.36134453781512604,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.36134453781512604,0.3235294117647059,0.3235294117647059,0.36134453781512604,0.3235294117647059,0.3235294117647059,0.33487394957983196,0.3235294117647059,0.34243697478991597,0.36134453781512604,0.01732906775403468
PC1.csv pf,0.3318777292576419,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.3318777292576419,0.3799126637554585,0.3751091703056769,0.3799126637554585,0.3799126637554585,0.3799126637554585,0.014410480349344976
PC1.csv pf,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.3319838056680162,0.33198380566801616,0.3319838056680162,0.3319838056680162,0.3319838056680162,5.551115123125783e-17
PC1.csv pf,0.3360323886639676,0.3360323886639676,0.2874493927125506,0.2874493927125506,0.3603238866396761,0.3603238866396761,0.3360323886639676,0.3360323886639676,0.3603238866396761,0.3360323886639676,0.2874493927125506,0.3360323886639676,0.33360323886639676,0.3360323886639676,0.3481781376518219,0.3603238866396761,0.025361068442697702
PC1.csv pf,0.3201754385964912,0.3201754385964912,0.3508771929824561,0.3201754385964912,0.3026315789473684,0.39035087719298245,0.39035087719298245,0.3508771929824561,0.3201754385964912,0.3201754385964912,0.3026315789473684,0.3201754385964912,0.33859649122807023,0.3201754385964912,0.3508771929824561,0.39035087719298245,0.02940886774428107
PC1.csv pf,0.405982905982906,0.4188034188034188,0.4358974358974359,0.4017094017094017,0.5299145299145299,0.3974358974358974,0.41025641025641024,0.41025641025641024,0.41025641025641024,0.41452991452991456,0.3974358974358974,0.4081196581196581,0.4235042735042735,0.41025641025641024,0.4166666666666667,0.5299145299145299,0.036834037148318795
PC3.csv pf,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.40476190476190477,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.35119047619047616,0.34523809523809523,0.34523809523809523,0.40476190476190477,0.01785714285714286
PC3.csv pf,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.25,0.25,0.34593023255813954,0.3363372093023256,0.34593023255813954,0.34593023255813954,0.34593023255813954,0.02877906976744186
PC3.csv pf,0.28901734104046245,0.3901734104046243,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.28901734104046245,0.2991329479768786,0.28901734104046245,0.28901734104046245,0.3901734104046243,0.03034682080924855
PC3.csv pf,0.3556851311953353,0.42857142857142855,0.3556851311953353,0.3556851311953353,0.42857142857142855,0.42857142857142855,0.3556851311953353,0.3556851311953353,0.42857142857142855,0.3556851311953353,0.3556851311953353,0.3556851311953353,0.3848396501457726,0.3556851311953353,0.42857142857142855,0.42857142857142855,0.035706847562436986
PC3.csv pf,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.28823529411764703,0.0
PC3.csv pf,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.2849162011173184,0.2849162011173184,0.329608938547486,0.3251396648044692,0.329608938547486,0.329608938547486,0.329608938547486,0.013407821229050283
PC3.csv pf,0.3391304347826087,0.4115942028985507,0.4115942028985507,0.4115942028985507,0.3391304347826087,0.30144927536231886,0.4115942028985507,0.4115942028985507,0.4115942028985507,0.4115942028985507,0.30144927536231886,0.3753623188405797,0.38608695652173913,0.4115942028985507,0.4115942028985507,0.4115942028985507,0.04015931307157795
PC3.csv pf,0.38571428571428573,0.34,0.44,0.44,0.34,0.44,0.29714285714285715,0.44,0.44,0.44,0.29714285714285715,0.3628571428571429,0.40028571428571424,0.44,0.44,0.44,0.052519384176565834
PC3.csv pf,0.3547486033519553,0.3547486033519553,0.3547486033519553,0.3324022346368715,0.3547486033519553,0.39664804469273746,0.39664804469273746,0.33798882681564246,0.3547486033519553,0.39664804469273746,0.3324022346368715,0.3547486033519553,0.36340782122905024,0.3547486033519553,0.3756983240223464,0.39664804469273746,0.023015471569960366
PC3.csv pf,0.3407821229050279,0.3100558659217877,0.28212290502793297,0.3100558659217877,0.3407821229050279,0.3100558659217877,0.3407821229050279,0.3407821229050279,0.3407821229050279,0.3100558659217877,0.28212290502793297,0.3100558659217877,0.3226256983240223,0.3254189944134078,0.3407821229050279,0.3407821229050279,0.019800903461952263
