inputfile,mcc,auc,balance,fmeasure,precision,pd,pf,gmean,time
ant-1.3.csv,0.2626624805651132,0.6904761904761905,0.6449078259510521,0.4006947301064948,0.3024664224664225,0.65,0.32380952380952377,0.65295280068552,308.55s
