inputfile,mcc,auc,balance,fmeasure,precision,pd,pf,gmean,time
ant-1.3.csv,0.25997725247565884,0.6928571428571428,0.6440743304519092,0.3967320261437909,0.29730769230769233,0.65,0.3238095238095238,0.6523526524899292,336.86s
