inputfile,mcc,auc,balance,fmeasure,precision,pd,pf,gmean,time
ant-1.3.csv,0.25874291842924035,0.6880952380952381,0.646424491859453,0.3960155857214681,0.2955982905982906,0.65,0.3238095238095238,0.6538739454304088,283.91s
