inputfile,,,,,,,,,,,min,lower,avg,median,upper,max
converted_EQ.csv pf,0.17391304347826086,0.14492753623188406,0.15942028985507245,0.11594202898550725,0.15942028985507245,0.14492753623188406,0.15942028985507245,0.2028985507246377,0.15942028985507245,0.18840579710144928,0.11594202898550725,0.15217391304347827,0.16086956521739132,0.15942028985507245,0.16666666666666666,0.2028985507246377,0.022869179475448552
converted_EQ.csv pf,0.2727272727272727,0.3246753246753247,0.2597402597402597,0.3246753246753247,0.2987012987012987,0.2857142857142857,0.2597402597402597,0.2727272727272727,0.2987012987012987,0.23376623376623376,0.23376623376623376,0.2662337662337662,0.2831168831168831,0.2792207792207792,0.2987012987012987,0.3246753246753247,0.027732670784496916
converted_EQ.csv pf,0.2692307692307692,0.2948717948717949,0.2948717948717949,0.2948717948717949,0.2692307692307692,0.2564102564102564,0.24358974358974358,0.2564102564102564,0.2564102564102564,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.26666666666666666,0.2628205128205128,0.28205128205128205,0.2948717948717949,0.021299035545943784
converted_EQ.csv pf,0.2948717948717949,0.2564102564102564,0.28205128205128205,0.24358974358974358,0.2692307692307692,0.2948717948717949,0.2564102564102564,0.2692307692307692,0.2564102564102564,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.26538461538461544,0.2628205128205128,0.27564102564102566,0.2948717948717949,0.01990278807212824
converted_EQ.csv pf,0.26865671641791045,0.29850746268656714,0.34328358208955223,0.29850746268656714,0.23880597014925373,0.31343283582089554,0.2537313432835821,0.3582089552238806,0.19402985074626866,0.29850746268656714,0.19402985074626866,0.26119402985074625,0.28656716417910444,0.29850746268656714,0.30597014925373134,0.3582089552238806,0.04662835627406957
converted_EQ.csv pf,0.3611111111111111,0.375,0.2638888888888889,0.3888888888888889,0.2777777777777778,0.375,0.2777777777777778,0.19444444444444445,0.3333333333333333,0.25,0.19444444444444445,0.27083333333333337,0.30972222222222223,0.3055555555555556,0.3680555555555556,0.3888888888888889,0.06243824109163617
converted_EQ.csv pf,0.3974358974358974,0.28205128205128205,0.2948717948717949,0.2948717948717949,0.34615384615384615,0.28205128205128205,0.2948717948717949,0.3076923076923077,0.3076923076923077,0.32051282051282054,0.28205128205128205,0.2948717948717949,0.3128205128205128,0.3012820512820513,0.3141025641025641,0.3974358974358974,0.033529991873389786
converted_EQ.csv pf,0.22388059701492538,0.22388059701492538,0.208955223880597,0.19402985074626866,0.1791044776119403,0.16417910447761194,0.23880597014925373,0.13432835820895522,0.2537313432835821,0.19402985074626866,0.13432835820895522,0.18656716417910446,0.2014925373134328,0.20149253731343283,0.22388059701492538,0.2537313432835821,0.03419832608176
converted_EQ.csv pf,0.21212121212121213,0.13636363636363635,0.22727272727272727,0.2727272727272727,0.24242424242424243,0.21212121212121213,0.3181818181818182,0.2878787878787879,0.3333333333333333,0.3181818181818182,0.13636363636363635,0.2196969696969697,0.2560606060606061,0.25757575757575757,0.30303030303030304,0.3333333333333333,0.05846600418659011
converted_EQ.csv pf,0.21428571428571427,0.2571428571428571,0.24285714285714285,0.24285714285714285,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.17142857142857143,0.2,0.15714285714285714,0.15714285714285714,0.20714285714285713,0.21285714285714286,0.21428571428571427,0.22857142857142856,0.2571428571428571,0.02958902168172568
converted_JDT.csv pf,0.16279069767441862,0.16943521594684385,0.13953488372093023,0.16943521594684385,0.17940199335548174,0.14950166112956811,0.14950166112956811,0.17940199335548174,0.17275747508305647,0.16611295681063123,0.13953488372093023,0.15614617940199338,0.1637873754152824,0.16777408637873753,0.17109634551495018,0.17940199335548174,0.012785303259065687
converted_JDT.csv pf,0.20666666666666667,0.17666666666666667,0.19333333333333333,0.17333333333333334,0.17666666666666667,0.19666666666666666,0.20666666666666667,0.21333333333333335,0.13666666666666666,0.21666666666666667,0.13666666666666666,0.17666666666666667,0.1896666666666667,0.195,0.20666666666666667,0.21666666666666667,0.023115651263447747
converted_JDT.csv pf,0.19014084507042253,0.14084507042253522,0.18309859154929578,0.1619718309859155,0.15492957746478872,0.15140845070422534,0.11267605633802817,0.15492957746478872,0.14084507042253522,0.14084507042253522,0.11267605633802817,0.14084507042253522,0.15316901408450706,0.15316901408450703,0.15845070422535212,0.19014084507042253,0.0210827005351024
converted_JDT.csv pf,0.15719063545150502,0.1806020066889632,0.17725752508361203,0.19063545150501673,0.1505016722408027,0.15719063545150502,0.19063545150501673,0.18729096989966554,0.17391304347826086,0.1939799331103679,0.1505016722408027,0.16555183946488294,0.17591973244147158,0.17892976588628762,0.18896321070234112,0.1939799331103679,0.015046450674517715
converted_JDT.csv pf,0.14383561643835616,0.15753424657534246,0.1506849315068493,0.13013698630136986,0.18835616438356165,0.17123287671232876,0.1917808219178082,0.15753424657534246,0.17123287671232876,0.16095890410958905,0.13013698630136986,0.1541095890410959,0.16232876712328767,0.15924657534246575,0.17123287671232876,0.1917808219178082,0.018069734189414956
converted_JDT.csv pf,0.20134228187919462,0.17114093959731544,0.17785234899328858,0.15771812080536912,0.19798657718120805,0.174496644295302,0.17114093959731544,0.18120805369127516,0.174496644295302,0.1644295302013423,0.15771812080536912,0.17114093959731544,0.17718120805369125,0.174496644295302,0.17953020134228187,0.20134228187919462,0.012892196451207073
