inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
converted_EQ.csv pf,0.18840579710144928,0.2463768115942029,0.2753623188405797,0.2318840579710145,0.2318840579710145,0.21739130434782608,0.13043478260869565,0.2318840579710145,0.2608695652173913,0.2898550724637681,0.13043478260869565,0.2246376811594203,0.23043478260869565,0.2318840579710145,0.2536231884057971,0.2898550724637681,0.04321174352427703
converted_EQ.csv pf,0.3116883116883117,0.2857142857142857,0.35064935064935066,0.33766233766233766,0.3246753246753247,0.2987012987012987,0.3116883116883117,0.2987012987012987,0.2857142857142857,0.3116883116883117,0.2857142857142857,0.2987012987012987,0.3116883116883117,0.3116883116883117,0.3181818181818182,0.35064935064935066,0.0201193940062723
converted_EQ.csv pf,0.2692307692307692,0.2948717948717949,0.32051282051282054,0.2692307692307692,0.28205128205128205,0.2564102564102564,0.2948717948717949,0.34615384615384615,0.2948717948717949,0.3076923076923077,0.2564102564102564,0.27564102564102566,0.29358974358974355,0.2948717948717949,0.3012820512820513,0.34615384615384615,0.025286003747841058
converted_EQ.csv pf,0.2692307692307692,0.28205128205128205,0.2692307692307692,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.32051282051282054,0.3333333333333333,0.2948717948717949,0.34615384615384615,0.2692307692307692,0.28846153846153844,0.30897435897435893,0.3141025641025641,0.3333333333333333,0.34615384615384615,0.027166179615919345
converted_EQ.csv pf,0.3283582089552239,0.3283582089552239,0.3283582089552239,0.3283582089552239,0.31343283582089554,0.34328358208955223,0.34328358208955223,0.31343283582089554,0.3283582089552239,0.34328358208955223,0.31343283582089554,0.3283582089552239,0.32985074626865674,0.3283582089552239,0.33582089552238803,0.34328358208955223,0.010447761194029842
converted_EQ.csv pf,0.4166666666666667,0.4305555555555556,0.3472222222222222,0.4027777777777778,0.4305555555555556,0.3888888888888889,0.3611111111111111,0.3888888888888889,0.375,0.4166666666666667,0.3472222222222222,0.3819444444444444,0.39583333333333337,0.39583333333333337,0.4166666666666667,0.4305555555555556,0.027251967875484152
converted_EQ.csv pf,0.3333333333333333,0.3717948717948718,0.32051282051282054,0.358974358974359,0.34615384615384615,0.24358974358974358,0.3333333333333333,0.3333333333333333,0.3717948717948718,0.3717948717948718,0.24358974358974358,0.3333333333333333,0.3384615384615385,0.33974358974358976,0.3653846153846154,0.3717948717948718,0.03635242789425084
converted_EQ.csv pf,0.23880597014925373,0.23880597014925373,0.208955223880597,0.26865671641791045,0.29850746268656714,0.16417910447761194,0.23880597014925373,0.16417910447761194,0.26865671641791045,0.23880597014925373,0.16417910447761194,0.22388059701492535,0.23283582089552235,0.23880597014925373,0.2537313432835821,0.29850746268656714,0.04125455212264254
converted_EQ.csv pf,0.3333333333333333,0.2727272727272727,0.24242424242424243,0.25757575757575757,0.24242424242424243,0.2727272727272727,0.25757575757575757,0.25757575757575757,0.30303030303030304,0.2878787878787879,0.24242424242424243,0.25757575757575757,0.27272727272727276,0.26515151515151514,0.2803030303030303,0.3333333333333333,0.02710385427272472
converted_EQ.csv pf,0.38571428571428573,0.3,0.2714285714285714,0.32857142857142857,0.3142857142857143,0.2857142857142857,0.22857142857142856,0.3142857142857143,0.3142857142857143,0.2857142857142857,0.22857142857142856,0.2857142857142857,0.3028571428571428,0.30714285714285716,0.3142857142857143,0.38571428571428573,0.038756171332144394
converted_JDT.csv pf,0.14950166112956811,0.20930232558139536,0.18604651162790697,0.16611295681063123,0.2026578073089701,0.16611295681063123,0.14285714285714285,0.14950166112956811,0.1760797342192691,0.16611295681063123,0.14285714285714285,0.15780730897009967,0.17142857142857143,0.16611295681063123,0.18106312292358803,0.20930232558139536,0.02123128944673815
converted_JDT.csv pf,0.18333333333333332,0.25333333333333335,0.23666666666666666,0.18666666666666668,0.2,0.21,0.19,0.18,0.21333333333333335,0.23,0.18,0.18833333333333335,0.20833333333333334,0.20500000000000002,0.22166666666666668,0.25333333333333335,0.023722937798210785
converted_JDT.csv pf,0.19014084507042253,0.15492957746478872,0.15845070422535212,0.17253521126760563,0.19014084507042253,0.1619718309859155,0.16549295774647887,0.13380281690140844,0.1443661971830986,0.12323943661971831,0.12323943661971831,0.14964788732394366,0.1595070422535211,0.1602112676056338,0.16901408450704225,0.19014084507042253,0.020774647887323944
converted_JDT.csv pf,0.19063545150501673,0.20735785953177258,0.18394648829431437,0.16387959866220736,0.18394648829431437,0.21070234113712374,0.2040133779264214,0.18729096989966554,0.19063545150501673,0.17725752508361203,0.16387959866220736,0.18394648829431437,0.1899665551839465,0.18896321070234112,0.19732441471571907,0.21070234113712374,0.013610026721990506
converted_JDT.csv pf,0.15753424657534246,0.16095890410958905,0.1506849315068493,0.16095890410958905,0.17123287671232876,0.1780821917808219,0.18493150684931506,0.1643835616438356,0.1952054794520548,0.18493150684931506,0.1506849315068493,0.16095890410958905,0.17089041095890412,0.1678082191780822,0.1815068493150685,0.1952054794520548,0.013651459882188183
converted_JDT.csv pf,0.19798657718120805,0.20469798657718122,0.20134228187919462,0.2214765100671141,0.18120805369127516,0.16778523489932887,0.18456375838926176,0.1912751677852349,0.20134228187919462,0.1476510067114094,0.1476510067114094,0.18288590604026844,0.18993288590604027,0.19463087248322147,0.20134228187919462,0.2214765100671141,0.019807187333387523
converted_JDT.csv pf,0.1853146853146853,0.17482517482517482,0.14685314685314685,0.14335664335664336,0.15384615384615385,0.16433566433566432,0.14335664335664336,0.16083916083916083,0.15384615384615385,0.19230769230769232,0.14335664335664336,0.15034965034965037,0.16188811188811186,0.15734265734265734,0.16958041958041958,0.19230769230769232,0.016403781966069793
