inputfile,min,lower,avg,median,upper,max,variance
ant-1.3.csv,0.2711310131443374,0.49522708523520265,0.5396536457008452,0.5910161455290266,0.6140909676491104,0.748269875550113,0.1520464614668429
ant-1.4.csv,0.40476190476190477,0.5719203360310063,0.6007331172411503,0.6424111611131361,0.6476856538771082,0.7315482789576266,0.09614487064126191
ant-1.5.csv,0.47882131765112346,0.6171957564218231,0.6400126011504219,0.6425249880916714,0.698466631577078,0.7135483123417463,0.06865477162024133
ant-1.6.csv,0.5975251284619887,0.6246757362382624,0.6728822666261746,0.6397228178130715,0.7064106720814081,0.8023462434619547,0.06772461586466867
ant-1.7.csv,0.6260170351123472,0.6441580080969252,0.6888670408545481,0.7057150933737523,0.7081605126939454,0.7538230482809785,0.043049677480191145

