first_column,fifth_last_column_mean
ant-1.3.csv recall,0.35857142857142854
ant-1.4.csv recall,0.4621369047619048
ant-1.5.csv recall,0.34399408194145037
ant-1.6.csv recall,0.5727176736491439
ant-1.7.csv recall,0.5511757199773444
