inputfile,min,lower,avg,median,upper,max,variance
ant-1.3.csv,-0.22360679774997896,0.060935906180696255,0.1293219913375276,0.16696515160179756,0.23289712627804457,0.4844813951249544,0.20860934215268725
ant-1.4.csv,0.05893835692907391,0.2196074840460261,0.24482116390703515,0.263179951333,0.3054774132316409,0.3959441875175623,0.10490004269951464
ant-1.5.csv,0.051546527022576644,0.17448521230295916,0.2573727368299643,0.24445847258214554,0.33411783356987007,0.5142653638627285,0.1290628284861613
ant-1.6.csv,0.24414245648308255,0.2675233878960117,0.3495554370090459,0.2923385102429344,0.4059977928655512,0.5643667221596482,0.1102000257232895
ant-1.7.csv,0.2693327255241276,0.32603770107675334,0.3656914457821366,0.3672286805447795,0.40993536323490803,0.4574846401872521,0.056275460008095586

